Macro Name,Name,Description,Size,Type,Class,Purpose,Hull,Mass,Price Min,Price Avg,Price Max,Cargo,Missiles,Drones,Units,Crew,Race,Engine Slots,Shield Slots,Weapon Slots,Turret Slots,Unknown Slots,Total Slots,Forward Drag,Pitch Inertia,Yaw Inertia,Roll Inertia
ship_ter_l_destroyer_01_a_macro,Osaka,"This state of the art version of the Osaka-class destroyer is the result of meticulously redesigning and overhauling its predecessor model. The design retained the two-pronged front bow of the older ship, while adopting an elongated rear section more typical of contemporary Terran designs.\n\nDestroyer-class ships usually play an important role in engaging large enemy targets, while also serving as an anchor point for larger fleet movement. The Terran Protectorate's Osaka, however, specialises only in the first of these two roles, leaving coordination duties to the fleet's carriers and battleships.",l,destroyer,ship_l,fight,95000,160.0,10058790,11833870,13608951,2800,160,0,10,75,terran,1,8,0,8,6,23,65.0,130.0,130.0,100.0
ship_ter_l_flagship_01_a_macro,Sapporo,"The Sapporo class was created as a non-combatant exploration vessel to be used to scout out new locations for the Terran to colonise. As the Terraformer conflict ramped up, the Sapporo was quickly redesigned to perform as a mobile command and control centre, able to oversee larger battles and provide a powerful pivot point for any battle. It still maintains several features of its originally planned role, such as its high speed and manoeuvrability.",l,destroyer,ship_l,fight,128000,225.943,5679310,7099138,8518965,0,460,0,10,84,terran,1,9,0,9,6,25,89.448,180.0,180.0,180.0
ship_ter_l_flagship_01_b_macro,Sapporo,"The Sapporo class was created as a non-combatant exploration vessel to be used to scout out new locations for the Terran to colonise. As the Terraformer conflict ramped up, the Sapporo was quickly redesigned to perform as a mobile command and control centre, able to oversee larger battles and provide a powerful pivot point for any battle. It still maintains several features of its originally planned role, such as its high speed and manoeuvrability.",l,destroyer,ship_l,fight,128000,225.943,0,0,0,0,460,0,10,84,terran,1,8,0,8,6,23,89.448,180.0,180.0,180.0
ship_atf_l_destroyer_01_a_macro,Syn,"The Syn-class destroyer is a remnant of the AGI Task Force fleet. With its three front-facing weapons, it was designed to take on large, slow targets. While most other ATF ships were systematically decommissioned and replaced by the Terran Protectorate, the Syn, due to its specialised nature, was absorbed into the Protectorate's military. While the Terran Protectorate developed their own destroyer-class ship, the Osaka, they saw sufficient military value in operating two distinct lines of destroyers side by side.",l,destroyer,ship_l,fight,130000,220.0,12600383,14823980,17047577,0,160,0,10,187,terran,1,8,0,8,6,23,50.0,150.0,150.0,120.0
ship_xen_l_terraformer_01_a_macro,H,"Once, the H stood as the pinnacle of Terraformer technology, and was used for all terraforming projects, utilising its seismic guns to quickly alter terrain. In its new role, it functions primarily as a fast-strike drone carrier, able to punch through enemy defences with its powerful weaponry, quickly driving into their midst and unleashing its host of drones.",l,destroyer,ship_l,fight,112000,238.419,1424804,1676240,1927676,0,0,0,70,16,xenon,6,20,0,18,20,64,175.368,160.0,160.0,101.157
ship_gen_m_yacht_01_a_macro,Astrid,"The Astrid yacht is the Northriver Company's spirit personified: sleek and luxurious to the point of excess. The designers on board Aurora station had to make the ostentatious ship fulfil a large number of extravagant and often conflicting requirements set by their client. As such, both the assembly of the pompous final product and the manufacturing of many of its core components had to happen by hand, and the Astrid therefore remains a prized unicum. A wide array of highly specialised workshops and laboratories had to be commissioned to provide the garish synthetic materials and dazzling, custom-made metalwork used in its lavish interior and uniquely refracting, streamlined hull. This entire process proved to be incredibly expensive, and the Astrid is therefore deemed utterly unsuitable for mass production, much to the delight of the affluent collector. While working on its engine, the Aurora engineers heavily leaned on their previous experience with designing high speed ships like the Lux. The dazzlingly flamboyant ship also carries a thickly shielded storage compartment capable of containing volatile Bose-Einstein Condensates, rumoured to somehow improve its resistance to cosmic particles and improve its flight characteristics. Though this claim may sound like pseudo-scientific marketing lingo, one has to agree that even for a grandiosely cutting-edge yacht, the Astrid turns out to be surprisingly fast, which has given CEO of the Northriver Company the reputation to be in multiple places at once if he so pleases.",m,transporter,ship_m,trade,4000,30.969,1844500,2170000,2495500,0,20,0,0,16,argon,1,2,3,4,4,14,3.155,6.888,6.888,5.51
ship_arg_m_frigate_01_b_macro,Cerberus Sentinel,"The first of the newly-designed M-sized support ships to reach the Federal and Republic navies, the Cerberus-class frigate is primarily designed to target and support smaller and similarly-sized vessels in a defensive capacity. Notably, the Cerberus was also the first ship of its size to support a fully-functional dock for smaller ships; a massive technical challenge for its designers. This has only made it a more popular choice of ship, and saw a new design race explode throughout the Jump Gate network as other ship designers scrambled to copy the Argons' innovative design.",m,frigate,ship_m,fight,20000,41.318,973250,1145000,1316750,2112,100,0,12,11,argon,1,2,3,4,4,14,9.9,4.23,4.23,3.384
ship_arg_m_frigate_01_a_macro,Cerberus Vanguard,"The first of the newly-designed M-sized support ships to reach the Federal and Republic navies, the Cerberus-class frigate is primarily designed to target and support smaller and similarly-sized vessels in a defensive capacity. Notably, the Cerberus was also the first ship of its size to support a fully-functional dock for smaller ships; a massive technical challenge for its designers. This has only made it a more popular choice of ship, and saw a new design race explode throughout the Jump Gate network as other ship designers scrambled to copy the Argons' innovative design.",m,frigate,ship_m,fight,17000,34.432,819115,963665,1108215,1760,100,0,12,14,argon,1,2,3,2,4,12,9.0,3.663,3.663,2.93
ship_arg_m_miner_solid_01_a_macro,Drill (Mineral),"Towards the end of the last era, the Plutarch Mining Corporation called for a shift away from static station-based asteroid mining towards the far more efficient method of using ships to identify and break down asteroids and bring them to refineries in far less time than it took for a refinery to be attached to a much bigger asteroid. Though it is now different from the PMC's original design, the Drill has been in service ever since, inspiring a train of different mining ships to be released all across the old and new Jump Gate network.",m,miner,ship_m,mine,4000,32.438,112170,131965,151760,9800,20,0,0,9,argon,2,3,3,4,6,18,4.085,10.839,10.839,8.671
ship_arg_m_miner_solid_01_b_macro,Drill (Mineral),"Towards the end of the last era, the Plutarch Mining Corporation called for a shift away from static station-based asteroid mining towards the far more efficient method of using ships to identify and break down asteroids and bring them to refineries in far less time than it took for a refinery to be attached to a much bigger asteroid. Though it is now different from the PMC's original design, the Drill has been in service ever since, inspiring a train of different mining ships to be released all across the old and new Jump Gate network.",m,miner,ship_m,mine,5000,36.351,132528,155915,179302,11760,20,0,0,7,argon,2,3,3,4,6,18,4.461,12.69,12.69,10.152
ship_arg_m_trans_container_02_b_macro,Ides Sentinel,"With the Argon Federation desperate to rebuild its economy after the Jump Gates realigned, the sheer number of Mercury-class transporters across Argon space became so high that the value of the popular transporter began to sink rapidly. In an attempt to correct course, the Federation released the Ides. Though they are only slightly aesthetically and technically different, and in fact the Ides is based on the Mercury model, the ship has been pushed as competition to the popular transporter; a marketing strategy that has been well met by the public, and recently allowed for the ship market to find stability.",m,transporter,ship_m,trade,6000,46.403,177000,208235,239470,8880,20,0,0,15,argon,1,1,0,2,4,8,7.755,6.578,6.578,5.263
ship_arg_m_trans_container_02_a_macro,Ides Vanguard,"With the Argon Federation desperate to rebuild its economy after the Jump Gates realigned, the sheer number of Mercury-class transporters across Argon space became so high that the value of the popular transporter began to sink rapidly. In an attempt to correct course, the Federation released the Ides. Though they are only slightly aesthetically and technically different, and in fact the Ides is based on the Mercury model, the ship has been pushed as competition to the popular transporter; a marketing strategy that has been well met by the public, and recently allowed for the ship market to find stability.",m,transporter,ship_m,trade,5000,38.67,147352,173355,199358,7400,20,0,0,19,argon,1,1,0,2,4,8,6.692,5.676,5.676,4.541
ship_gen_m_tugboat_01_a_macro,Manticore,"With the advent of the Dark, Avarice was forced to rely on a fleet of stranded ships that had been taken by surprise by the Jump Gate shutdown. Despite the almost immediate collapse of the Avarice company, capable scientists and engineers soon took it upon themselves to stabilise the system and work towards sustainability. They first established a functioning wharf for repairs and replacement, and conducted early experiments into developing a recycling economy in anticipation of dwindling resources within the system. The regeneration of this post-shutdown economy was quickly curtailed by the first Tides, which destroyed most stations and ships in the system in 800 (NT). However, a side-effect of the destructive solar event was the greatly increased energy output from solar panels, which allowed for a paradigm shift. The new Rakers economy emerging from Tidebreak, at the time the only station in Avarice, took advantage of this new abundance of energy. This, along with the use of local wrecks, enabled the rebuilding of a new, sustainable, closed-loop economy based on recycling, allowing them to further improve on previous ship and station module designs. Resettlement of Avarice began in 818 (NT), when the Northriver Company introduced Protectyon and the associated Protectyon Shield Generators to safeguard stations from the Tide. A few years later, in 825 (NT), the reconnection of Windfall gave the long-isolated Rakers the opportunity to trade with various Syndicate factions, but also exposed them to their piracy.(Avarice Ship Building)\n\n(Manticore)With the Jump Gate shutdown disconnecting Avarice the first Tug ship, a predecessor of the Manticore, was quickly developed by stranded Argon engineers to tug small ship wrecks to stations for further processing and make best use of the now very limited access to resources. With just one of those ships and their first version of the Scrap Processor and Scrap Recycler modules they ran a small enterprise with a high demand for energy and a slow output of Hull Parts and Claytronics. It was only after the first Tide destroyed most stations and ships in the system in 800 (NT) that their blueprints became the main pillar of Rakers economy and were further developed into the now widely used Manticore, utilising more powerful engines, and station modules. After messenger drones from Sacred Relic arrived, the people of Avarice themselves sent out messenger drones containing the blueprints to other disconnected systems, hoping to help those unfortunate enough to be stranded with no natural resources in reach. In doing this they created a local branch of the Alliance of the Word operating from Tidebreak. With the first Jump gate reconnection in 825 (NT) the Alliance of the Word would move to an own station in Windfall., Tug same as Tug)",m,tug,ship_m,salvage,8000,63.562,342342,402755,463168,0,20,0,0,7,argon,1,1,2,2,4,10,30.344,10.577,10.577,8.461
ship_arg_m_trans_container_01_b_macro,Mercury Sentinel,"The latest redesign of the Mercury-class transporter was almost purely aesthetic, with only small changes made to allow the user more modularity and modification options. Other than the aesthetic changes made to keep the model in line with latest style trends, the Mercury remains the same reliable M-sized transporter that has seen popular use across Argon space for so many years.",m,transporter,ship_m,trade,6000,51.559,177000,208235,239470,9840,20,0,0,14,argon,1,1,2,2,4,10,8.464,7.18,7.18,5.744
ship_arg_m_trans_container_01_a_macro,Mercury Vanguard,"The latest redesign of the Mercury-class transporter was almost purely aesthetic, with only small changes made to allow the user more modularity and modification options. Other than the aesthetic changes made to keep the model in line with latest style trends, the Mercury remains the same reliable M-sized transporter that has seen popular use across Argon space for so many years.",m,transporter,ship_m,trade,5000,42.966,147352,173355,199358,8200,20,0,0,17,argon,1,1,0,2,4,8,7.283,6.177,6.177,4.942
ship_arg_m_bomber_02_a_macro,Minotaur Raider,"A ship that saw much upheaval behind the scenes during the Terran Conflict, when it became painfully clear to the Argon that their ships were far inferior to the Terran equivalents, the Minotaur was over the course of the conflict completely redesigned as a mobile weapons-platform, sporting heavy weapons that deal incredible amounts of damage to similarly-sized and larger, slower targets. Unfortunately, the ship was unable to be put into mass-production before crisis crippled the Argon Federation, and as a result the new Minotaur has only recently entered service.",m,scavenger,ship_m,fight,13000,25.0,629863,741015,852167,2370,20,0,0,15,argon,1,1,0,2,4,8,5.036,4.289,4.289,3.431
ship_arg_m_bomber_01_b_macro,Minotaur Sentinel,"A ship that saw much upheaval behind the scenes during the Terran Conflict, when it became painfully clear to the Argon that their ships were far inferior to the Terran equivalents, the Minotaur was over the course of the conflict completely redesigned as a mobile weapons-platform, sporting heavy weapons that deal incredible amounts of damage to similarly-sized and larger, slower targets. Unfortunately, the ship was unable to be put into mass-production before crisis crippled the Argon Federation, and as a result the new Minotaur has only recently entered service.",m,gunboat,ship_m,fight,14000,33.0,755166,888430,1021695,1056,40,0,0,7,argon,1,1,0,2,4,8,6.257,6.578,6.578,5.263
ship_arg_m_bomber_01_a_macro,Minotaur Vanguard,"A ship that saw much upheaval behind the scenes during the Terran Conflict, when it became painfully clear to the Argon that their ships were far inferior to the Terran equivalents, the Minotaur was over the course of the conflict completely redesigned as a mobile weapons-platform, sporting heavy weapons that deal incredible amounts of damage to similarly-sized and larger, slower targets. Unfortunately, the ship was unable to be put into mass-production before crisis crippled the Argon Federation, and as a result the new Minotaur has only recently entered service.",m,gunboat,ship_m,fight,12000,28.75,637993,750580,863167,880,40,0,0,9,argon,1,1,0,2,4,8,5.443,5.723,5.723,4.578
ship_arg_m_miner_liquid_01_a_macro,Sunder (Gas),"Jonferco's response to the PMC's Drill design, the Sunder fulfils a similar role to its sister ship but handles gas collection instead of asteroid mining. It is fitted with a non-modular scoop that allows natural gases to be safely placed inside the ship's cargo hold. For all the gratitude received by PMC for their work in advancing asteroid mining, Jonferco's reply sent the mining community into a complete frenzy, with the possibilities for collecting, refining and utilising natural gases spurring the economy, not just in Argon space but across the entire Jump Gate network, to a brand new high.",m,miner,ship_m,mine,4000,30.292,108413,127545,146677,10400,20,0,0,9,argon,3,3,4,3,4,17,3.878,9.55,9.55,7.64
ship_arg_m_miner_liquid_01_b_macro,Sunder (Gas),"Jonferco's response to the PMC's Drill design, the Sunder fulfils a similar role to its sister ship but handles gas collection instead of asteroid mining. It is fitted with a non-modular scoop that allows natural gases to be safely placed inside the ship's cargo hold. For all the gratitude received by PMC for their work in advancing asteroid mining, Jonferco's reply sent the mining community into a complete frenzy, with the possibilities for collecting, refining and utilising natural gases spurring the economy, not just in Argon space but across the entire Jump Gate network, to a brand new high.",m,miner,ship_m,mine,5000,38.926,137173,161380,185587,12480,20,0,0,7,argon,3,3,4,3,4,17,4.709,11.164,11.164,8.932
ship_bor_m_trans_container_01_a_macro,Dolphin,"The Dolphin transporter project largely built upon lessons learnt in prior developments, but also saw new innovations and subsystems designed by students and professors of the Royal Academy of Space Engineering. This cooperation proved to be fruitful for both Atreus Shipbuilding Currents, and for the students, who would gain professional experience and grow to become valuable engineers in the field, either by working directly for the company or founding their own. The Dolphin transporter was released in early 784 (NT)., Royal Academy of Space Engineering same as Royal Academy of Space Engineering(Boron University))\n\n(Atreus Era Ship Building)Atreus Era ships were the first ships built in response to the beginning of the Jump Gate shutdowns of 778 (NT). Fearing that systems might be cut off, they were designed to operate more autonomously in contrast to earlier ships which specialised in combined usage. To reduce flight mass, the ships are mostly filled with air, requiring Boron crew to wear protective suits. The Atreus Era ships are sturdier than the later Menelaus Era ships, but not as manoeuvrable.(Atreus Era Ship Building)\n\n(Atreus Era Funding Increase)In response to further Jump Gate shutdowns, the Queendom of Boron attempted to expedite the development of new ships through increased funding and the involvement of additional corporations and research facilities. Following the great success of their initial ship frame design for S-sized ships, Atreus Shipbuilding Currents was commissioned to spearhead all work on the M-sized follow-on projects, specifically the Dolphin transporter and Porpoise miner, but it outsourced some aspects of the work and associated research.)(Atreus Era Funding Increase)",m,transporter,ship_m,trade,9000,59.553,212164,255620,299075,0,0,0,0,21,boron,2,2,1,8,4,17,19.127,16.062,16.062,12.85
ship_bor_m_corvette_01_a_macro,Hydra,"After their reasonably successful development of the heavy fighter in 788 (NT), and a recent incident disqualifying their main competitor, Eleius Astrosecurity secured the government contract to develop the next Royal Boron Navy corvette. Widely regarded as a successful design, the Hydra entered service in 792 (NT).))\n\n(Menelaus Era Ship Building)Menelaus Era ships were built between 785 (NT) and 798 (NT) as a second wave of more autonomous ships in preparation for the Jump Gate shutdowns. To reduce flight mass, the ships are mostly filled with air, requiring Boron crew to wear protective suits. The new Menelaus cabinet allowed corporations, working under a government contract, access to various classified technological advancements made by Royal Boron Military Defence research facilities. The ships designed with those technologies are less sturdy than the first wave of Atreus Era ships, but more manoeuvrable.)(Menelaus Era Ship Building)",m,corvette,ship_m,fight,7900,23.782,529993,638546,747099,0,41,0,0,6,boron,3,2,0,2,4,11,6.968,5.0,5.0,3.0
ship_bor_m_corvette_02_a_macro,Hydra Regal,"After their reasonably successful development of the heavy fighter in 788 (NT), and a recent incident disqualifying their main competitor, Eleius Astrosecurity secured the government contract to develop the next Royal Boron Navy corvette. Widely regarded as a successful design, the Hydra entered service in 792 (NT).))\n\n(Menelaus Era Ship Building)Menelaus Era ships were built between 785 (NT) and 798 (NT) as a second wave of more autonomous ships in preparation for the Jump Gate shutdowns. To reduce flight mass, the ships are mostly filled with air, requiring Boron crew to wear protective suits. The new Menelaus cabinet allowed corporations, working under a government contract, access to various classified technological advancements made by Royal Boron Military Defence research facilities. The ships designed with those technologies are less sturdy than the first wave of Atreus Era ships, but more manoeuvrable.)(Menelaus Era Ship Building)(Hydra)\n\nThe Regal version is a custom build commissioned by the monarchy to be awarded to individuals of outstanding merit.",m,corvette,ship_m,fight,8100,24.216,561714,676764,791814,0,41,0,0,6,boron,3,2,1,2,4,12,6.704,5.0,5.0,3.0
ship_bor_m_miner_liquid_01_a_macro,Porpoise (Gas),"The Porpoise mining ship had many of its systems provided by Deepwater Drilling Industries, a company which excelled in the engineering of deep ocean mining machinery and successfully adapted its technology to be suitable for space mining operations. The ship was released in 784 (NT) shortly after the death of Her Majesty Queen Atreus, making it the last ship of the Atreus Era.)\n\n(Atreus Era Ship Building)Atreus Era ships were the first ships built in response to the beginning of the Jump Gate shutdowns of 778 (NT). Fearing that systems might be cut off, they were designed to operate more autonomously in contrast to earlier ships which specialised in combined usage. To reduce flight mass, the ships are mostly filled with air, requiring Boron crew to wear protective suits. The Atreus Era ships are sturdier than the later Menelaus Era ships, but not as manoeuvrable.(Atreus Era Ship Building)\n\n(Atreus Era Funding Increase)In response to further Jump Gate shutdowns, the Queendom of Boron attempted to expedite the development of new ships through increased funding and the involvement of additional corporations and research facilities. Following the great success of their initial ship frame design for S-sized ships, Atreus Shipbuilding Currents was commissioned to spearhead all work on the M-sized follow-on projects, specifically the Dolphin transporter and Porpoise miner, but it outsourced some aspects of the work and associated research.)(Atreus Era Funding Increase)",m,miner,ship_m,mine,8000,31.939,136612,164592,192573,0,0,0,0,7,boron,3,2,0,1,4,10,8.073,9.35,9.35,7.48
ship_bor_m_miner_solid_01_a_macro,Porpoise (Mineral),"The Porpoise mining ship had many of its systems provided by Deepwater Drilling Industries, a company which excelled in the engineering of deep ocean mining machinery and successfully adapted its technology to be suitable for space mining operations. The ship was released in 784 (NT) shortly after the death of Her Majesty Queen Atreus, making it the last ship of the Atreus Era.)\n\n(Atreus Era Ship Building)Atreus Era ships were the first ships built in response to the beginning of the Jump Gate shutdowns of 778 (NT). Fearing that systems might be cut off, they were designed to operate more autonomously in contrast to earlier ships which specialised in combined usage. To reduce flight mass, the ships are mostly filled with air, requiring Boron crew to wear protective suits. The Atreus Era ships are sturdier than the later Menelaus Era ships, but not as manoeuvrable.(Atreus Era Ship Building)\n\n(Atreus Era Funding Increase)In response to further Jump Gate shutdowns, the Queendom of Boron attempted to expedite the development of new ships through increased funding and the involvement of additional corporations and research facilities. Following the great success of their initial ship frame design for S-sized ships, Atreus Shipbuilding Currents was commissioned to spearhead all work on the M-sized follow-on projects, specifically the Dolphin transporter and Porpoise miner, but it outsourced some aspects of the work and associated research.)(Atreus Era Funding Increase)",m,miner,ship_m,mine,8000,31.939,12142835,172090,201346,0,0,0,0,7,boron,5,1,0,3,4,13,8.073,9.35,9.35,7.48
ship_bor_m_gunboat_01_a_macro,Thresher,"(Tresher M Gunboat)))Developed by Faded Dreams Defences as their last ship of the Menelaus Era, the Thresher gunboat saw its maiden voyage in 795 (NT). Even while production was still ramping up, the ship had already proved itself on various battlefields, defending convoys and mining operations against Split, Xenon and sometimes pirate incursions. The Royal Boron Navy, as well as various transport and mining corporations, soon valued the Thresher as a competent escort ship, and increasingly deployed it throughout the Queendom.\n\n(Menelaus Era Ship Building)Menelaus Era ships were built between 785 (NT) and 798 (NT) as a second wave of more autonomous ships in preparation for the Jump Gate shutdowns. To reduce flight mass, the ships are mostly filled with air, requiring Boron crew to wear protective suits. The new Menelaus cabinet allowed corporations, working under a government contract, access to various classified technological advancements made by Royal Boron Military Defence research facilities. The ships designed with those technologies are less sturdy than the first wave of Atreus Era ships, but more manoeuvrable.)(Menelaus Era Ship Building)",m,gunboat,ship_m,fight,10900,32.713,519734,626185,732637,0,88,0,0,8,boron,1,1,2,6,4,14,4.405,6.827,6.827,5.461
ship_par_m_trans_container_01_b_macro,Demeter Sentinel,"This light freighter has a dark reputation. While verifiable facts are absent, pilots talk in hushed voices of an early Demeter outing. An apparently wealthy, yet eccentric and reclusive, Teladi mogul commissioned a freelance Demeter Captain to transport him and his cargo from Ianamus Zura to Argon Prime.\n\nRumour has it that the ship was subsequently found floating in space in the Silent Witness system. The Demeter was found with no Captain, crew, customer or cargo; no sign of attack or damage, and with completely cleared ship logs. No-one has heard from any of them since.\n\nThe Demeter remains popular with freighter captains untroubled by superstition. The Sentinel model boasts additional resilience, tailored for commanders operating trade runs under fire.",m,transporter,ship_m,trade,7000,50.0,194693,229050,263408,9480,20,0,0,15,paranid,1,2,6,2,4,15,6.576,7.756,7.756,6.205
ship_par_m_trans_container_01_a_macro,Demeter Vanguard,"This light freighter has a dark reputation. While verifiable facts are absent, pilots talk in hushed voices of an early Demeter outing. An apparently wealthy, yet eccentric and reclusive, Teladi mogul commissioned a freelance Demeter Captain to transport him and his cargo from Ianamus Zura to Argon Prime.\n\nRumour has it that the ship was subsequently found floating in space in the Silent Witness system. The Demeter was found with no Captain, crew, customer or cargo; no sign of attack or damage, and with completely cleared ship logs. No-one has heard from any of them since.\n\nThe Demeter remains popular with freighter captains untroubled by superstition. The Vanguard offers enhanced offensive capability for operations in more challenging sectors.",m,transporter,ship_m,trade,5000,44.0,150153,176650,203148,7900,20,0,0,19,paranid,1,2,6,2,4,15,5.652,6.666,6.666,5.333
ship_par_m_frigate_01_b_macro,Gorgon Sentinel,"The Gorgon is a high performance Paranid frigate, developed in response to the threat posed by the Split Dragon.\n\nA popular escort vessel for capital ships, it can also provide the backbone for offensive fleets.\n\nThe Gorgon Sentinel is tailored for defensive operations, such as escort missions or station patrol.",m,frigate,ship_m,fight,23000,44.0,1124584,1323040,1521496,1956,100,0,8,13,paranid,3,3,3,4,6,19,11.965,5.557,5.557,4.446
ship_par_m_frigate_01_a_macro,Gorgon Vanguard,"The Gorgon is a high performance Paranid frigate, developed in response to the threat posed by the Split Dragon.\n\nA popular escort vessel for capital ships, it can also provide the backbone for offensive fleets.\n\nThe Vanguard model is generally preferred for tactical offence.",m,frigate,ship_m,fight,19000,37.0,933555,1098300,1263045,1630,100,0,8,16,paranid,3,3,3,4,6,19,10.315,4.791,4.791,3.833
ship_par_m_trans_container_02_b_macro,Hermes Sentinel,The Hermes is a medium-sized Paranid-designed journeyman freighter with reasonable performance.\n\nThe Sentinel model has improved cargo capacity and a somewhat hardened chassis.,m,transporter,ship_m,trade,6000,46.0,194693,229050,263408,8520,20,0,0,16,paranid,1,1,0,2,4,8,6.022,7.102,7.102,5.682
ship_par_m_trans_container_02_a_macro,Hermes Vanguard,"The Hermes is a medium-sized Paranid-designed journeyman freighter with reasonable performance.\n\nWhile the Vanguard offers additional speed, even this model is widely considered to be unsuited to blockade running.",m,transporter,ship_m,trade,5000,40.0,150153,176650,203148,7100,20,0,0,20,paranid,1,1,0,2,4,8,5.19,6.121,6.121,4.897
ship_yak_m_corvette_01_a_macro,Kuraokami,"When the Yaki established their base of operations close to the Paranid realms, it was only natural that they would pirate Paranid ships and poach their technology, before adapting them to their own purposes. The Kuraokami-class corvette was based on the Nemesis, but over time the Yaki modified the design to fit their own needs.\n\nTheir familiarity with experimental technology, especially their understanding, albeit imperfect, of Xenon machinery, allowed them to strip away some of the hull plating without significantly sacrificing hull integrity. Ultimately, this design's focus is almost entirely on speed and storage capacity, to enable the Yaki to raid their targets with terrifying efficiency.",m,corvette,ship_m,fight,10000,17.2,836421,984025,1131629,0,40,0,0,9,paranid,1,1,1,2,4,9,2.76,3.751,3.751,3.001
ship_par_m_corvette_01_b_macro,Nemesis Sentinel,"The Paranid Nemesis is a highly sought-after corvette, boasting an attractive balance of speed, firepower and general versatility. The overall adaptability and build quality of the production line vessel ensure that the loadout options selected by owners can have a tangible impact on the tactical use-cases available.\n\nThe Sentinel edition of the Nemesis offers additional resilience, which may be preferred by those operating in live fire environments.",m,corvette,ship_m,fight,12000,26.5,634372,746320,858268,672,40,0,0,6,paranid,1,1,1,2,4,9,4.05,3.67,3.67,2.936
ship_par_m_corvette_01_a_macro,Nemesis Vanguard,"The Paranid Nemesis is a highly sought-after corvette, boasting an attractive balance of speed, firepower and general versatility. The overall adaptability and build quality of the production line vessel ensure that the loadout options selected by owners can have a tangible impact on the tactical use-cases available.\n\nThe surprisingly fleet-footed base vessel can itself be optimised for speed by securing the Vanguard model.",m,corvette,ship_m,fight,10000,22.0,528951,622295,715639,560,40,0,0,8,paranid,1,1,0,1,4,7,3.547,3.214,3.214,2.572
ship_par_m_miner_liquid_01_a_macro,Plutus (Gas),"The Paranid Plutus is a decidedly humble, medium-sized resource extractor, available in both mineral and gas extraction formats.\n\nThe Plutus is available in the Vanguard variation. This gas extractor is therefore marginally faster than its sister vessels.",m,miner,ship_m,mine,4000,32.96,113059,133010,152962,9600,20,0,0,10,paranid,1,1,0,1,4,7,3.101,11.165,11.165,8.932
ship_par_m_miner_liquid_01_b_macro,Plutus (Gas),"The Paranid Plutus is a decidedly humble, medium-sized resource extractor, available in both mineral and gas extraction formats.\n\nThis gas collector boasts increased resource storage capacity in the Sentinel model.",m,miner,ship_m,mine,5000,39.553,138129,162505,186881,11520,20,0,0,8,paranid,1,1,0,1,4,7,3.577,13.076,13.076,10.461
ship_par_m_miner_solid_01_a_macro,Plutus (Mineral),"The Paranid Plutus is a decidedly humble, medium-sized resource extractor, available in both mineral and gas extraction formats.\n\nThe asteroid mining Vanguard model's enhancements do little to negate the vessel's understated presence. The ship remains eminently forgettable.",m,miner,ship_m,mine,4000,32.961,113059,133010,152962,9000,20,0,0,10,paranid,1,1,0,1,4,7,3.101,11.165,11.165,8.932
ship_par_m_miner_solid_01_b_macro,Plutus (Mineral),"The Paranid Plutus is a decidedly humble, medium-sized resource extractor, available in both mineral and gas extraction formats.\n\nThe mining variant is available in a Sentinel model, which provides a helpful increase in solid storage capacity.",m,miner,ship_m,mine,5000,39.553,138129,162505,186881,11520,20,0,0,8,paranid,1,2,3,3,4,13,3.577,11.165,13.076,10.461
ship_par_m_trans_container_03_a_macro,Prometheus,"The gradual Shutdown of the Jump Gates and the subsequent onset of the Dark shattered the shadowy organisation once known as the Duke's Buccaneers. Those that remained stalwart in their loyalty to the Pirate Duke had to rapidly adapt their operations to not be squashed under the heel of the newly emerging local authorities, or worse, fade into obscurity. Faced with the challenge to justify their further existence as an organisation, the majority of Buccaneer cells defaulted to the front they had already used for decades: the brutal, but dependable security outfit. Under this old and new guise, they acquired some renown transporting crucial personnel and wares for reconstruction and redevelopment. They also dealt in protection, corporate consulting, and other stunningly legal services. The support of well-equipped muscle proved useful for the leadership of the many societies that now struggled in isolation, and over the decades, the Buccaneers managed to refine their technology to suit the requirements of their new area of employment.\n\nThe Prometheus heavy transport is a relatively new addition to the arsenal of the Duke's Buccaneers, developed specifically to carry the lessons learned during the Dark into the era after the Realignment of the Jump Gates. Its hull is based on the Plutus, a well-known Paranid mining vessel. While earlier iterations of Buccaneer transport ships were often in fact civilian assets retrofitted for convenience, the design of the Prometheus is deliberate and insidious. Unless they were paying specific attention, any onlooker would simply see a mining ship, well-prepared for the dangers lurking at the edges of civilised space. On approach, such a hapless passerby or opportunistic brigand would soon realise that the inconspicuous hauler was in fact a well-armed pirate ship, perfectly equipped for a quick plunder. In one regard, the otherwise feigned identity as a deep space mining ship carries a sliver of truth, however: after a successful station raid, these ships tend to disappear towards the outskirts of a nearby sector, destination unknown.",m,transporter,ship_m,trade,11000,23.192,203460,292080,380700,0,40,0,0,12,paranid,2,1,2,6,4,15,3.423,3.385,3.385,2.708
ship_spl_m_miner_liquid_01_a_macro,Alligator (Gas),"The Split Alligator is a light miner, suitable for a range of resource harvesting needs. Function is prioritised over comfort, so pilots may wish to bring a cushion.\n\nThis version of the Alligator is optimised for gas collection.",m,miner,ship_m,mine,4300,33.07,180770,212670,244571,0,20,0,0,8,split,1,1,6,2,4,14,5.2,13.0,13.0,11.0
