Macro Name,Name,Type,Size,Mk Level,Description,Hull,Price Min,Price Avg,Price Max,Tags,Damage Hull,Damage Shield,Fire Rate,Reload Time,Projectile Speed,Projectile Lifetime,Range Max,Heat Per Shot,Heat Dissipation,Overheat Time,Rotation Speed,DPS Hull,DPS Shield
turret_tel_m_laser_01_mk1_macro,Pulse Turret,turret,m,1,"The Pulse Turret is a versatile weapon, but is of limited use against capital ships and stations due to its relatively low damage output. It can otherwise be considered effective in engagement of a wide variety of targets.(same description as Argon M Pulse Turret)",0,21376,23752,26127,,12.0,12.0,6.0,0.0,1855.0,0.0,3420.6200000000003,0.0,0.0,0.0,105.0,72.0,72.0
turret_tel_m_laser_02_mk1_macro,Pulse Turret,turret,m,1,"The Pulse Turret is a versatile weapon, but is of limited use against capital ships and stations due to its relatively low damage output. It can otherwise be considered effective in engagement of a wide variety of targets.(same description as Argon M Pulse Turret)",750,21376,23752,26127,,12.0,12.0,6.0,0.0,1855.0,0.0,3420.6200000000003,0.0,0.0,0.0,105.0,72.0,72.0
turret_ter_m_laser_01_mk1_macro,Pulse Turret,turret,m,1,"The Pulse Turret is a versatile weapon, but is of limited use against capital ships and stations due to its relatively low damage output. It can otherwise be considered effective in engagement of a wide variety of targets.",0,51378,57087,62796,,12.0,12.0,6.0,0.0,1855.0,0.0,3420.6200000000003,0.0,0.0,0.0,110.0,72.0,72.0
turret_ter_m_laser_02_mk1_macro,Pulse Turret,turret,m,1,"The Pulse Turret is a versatile weapon, but is of limited use against capital ships and stations due to its relatively low damage output. It can otherwise be considered effective in engagement of a wide variety of targets.",800,51378,57087,62796,,12.0,12.0,6.0,0.0,1855.0,0.0,3420.6200000000003,0.0,0.0,0.0,110.0,72.0,72.0
turret_gen_m_scrapbeam_01_mk1_macro,Scrap Tractor,turret,m,1,"The Scrap Tractor employs an array of graviton beams to leash an object to a towing ship. The beams automatically and independently adjust their focus to further enhance the gravitational forces as the distance between the two objects becomes greater, resulting in an elasticity effect. All resistance is not futile, however, since severe disruptions, such as being hit by weapon fire, will cause the connection to break. Likewise, the graviton beams are inherently unstable until the artificial gravitational field is fully engaged, and even minor distortions such as the lingering effects of depleted shields, or electrical currents behind the target's hull, will prompt them to lose focus. Because of these limitations, the Scrap Tractor is mainly used to tow ship wrecks below a certain size limit, to avoid exceeding the maximum energy output of the weapon mount. For reasons which are not entirely clear, the connection remains stable during Jump Gate traversals.\n\nThe modern Scrap Tractor has only recently been made available to the wider Gate Network by the Alliance of the Word. The Alliance received the designs for it by deep space messenger drone, sent from the Avarice system, which was once thought lost. It is, however, by no means an entirely new technology. Before the Terran Conflict, and even up until the Gate Shutdown, a predecessor of this weapon - or rather tool - was occasionally deployed by opportunistic scavengers, looking to profit from the ongoing destruction of advanced warships in conflict zones. However, due to the general abundance of resources in the well-connected Gate Network at the time, and the inherent danger of the profession, it never saw widespread use, and the factories necessary for its production were often dismantled as quickly as they sprung up.",0,12154,14299,16444,,0.0,0.0,0.0,0.0,299792500.0,0.0,1199170000.0,0.0,0.0,0.0,90.0,0.0,0.0
turret_arg_m_shotgun_01_mk1_macro,Shard Turret,turret,m,1,"This turret weapon is optimised for medium-sized targets, as it lacks the accuracy to counter fighters, and the damage potential to take on capital ships effectively.\n\nThe Shard Turret delivers a spread of projectiles with a relatively short range. Heat management is a consideration for users of this weapon.",0,22857,25397,27936,,29.0,29.0,0.85,0.0,1288.0,0.0,2533.496,0.0,0.0,0.0,165.0,24.65,24.65
turret_arg_m_shotgun_02_mk1_macro,Shard Turret,turret,m,1,"This turret weapon is optimised for medium-sized targets, as it lacks the accuracy to counter fighters, and the damage potential to take on capital ships effectively.\n\nThe Shard Turret delivers a spread of projectiles with a relatively short range. Heat management is a consideration for users of this weapon.",500,22857,25397,27936,,29.0,29.0,0.85,0.0,1288.0,0.0,2533.496,0.0,0.0,0.0,165.0,24.65,24.65
turret_par_m_shotgun_01_mk1_macro,Shard Turret,turret,m,1,"This turret weapon is optimised for medium-sized targets, as it lacks the accuracy to counter fighters, and the damage potential to take on capital ships effectively.\n\nThe Shard Turret delivers a spread of projectiles with a relatively short range. Heat management is a consideration for users of this weapon.(same description as Argon Shard Turret)",0,22857,25397,27936,,29.0,29.0,0.85,0.0,1288.0,0.0,2533.496,0.0,0.0,0.0,80.0,24.65,24.65
turret_par_m_shotgun_02_mk1_macro,Shard Turret,turret,m,1,"This turret weapon is optimised for medium-sized targets, as it lacks the accuracy to counter fighters, and the damage potential to take on capital ships effectively.\n\nThe Shard Turret delivers a spread of projectiles with a relatively short range. Heat management is a consideration for users of this weapon.(same description as Argon Shard Turret)",750,22857,25397,27936,,29.0,29.0,0.85,0.0,1288.0,0.0,2533.496,0.0,0.0,0.0,80.0,24.65,24.65
turret_spl_m_shotgun_01_mk1_macro,Shard Turret,turret,m,1,"This turret weapon is optimised for medium-sized targets, as it lacks the accuracy to counter fighters, and the damage potential to take on capital ships effectively.\n\nThe Shard Turret delivers a spread of projectiles with a relatively short range. Heat management is a consideration for users of this weapon.(same description as Argon Shard Turret)",0,14797,24521,34325,,29.0,29.0,0.85,0.0,1288.0,0.0,2533.496,0.0,0.0,0.0,120.0,24.65,24.65
turret_spl_m_shotgun_02_mk1_macro,Shard Turret,turret,m,1,"This turret weapon is optimised for medium-sized targets, as it lacks the accuracy to counter fighters, and the damage potential to take on capital ships effectively.\n\nThe Shard Turret delivers a spread of projectiles with a relatively short range. Heat management is a consideration for users of this weapon.(same description as Argon Shard Turret)",425,14797,24521,34325,,29.0,29.0,0.85,0.0,1288.0,0.0,2533.496,0.0,0.0,0.0,120.0,24.65,24.65
turret_tel_m_shotgun_01_mk1_macro,Shard Turret,turret,m,1,"This turret weapon is optimised for medium-sized targets, as it lacks the accuracy to counter fighters, and the damage potential to take on capital ships effectively.\n\nThe Shard Turret delivers a spread of projectiles with a relatively short range. Heat management is a consideration for users of this weapon.(same description as Argon Shard Turret)",0,22856,25395,27935,,29.0,29.0,0.85,0.0,1288.0,0.0,2533.496,0.0,0.0,0.0,80.0,24.65,24.65
turret_tel_m_shotgun_02_mk1_macro,Shard Turret,turret,m,1,"This turret weapon is optimised for medium-sized targets, as it lacks the accuracy to counter fighters, and the damage potential to take on capital ships effectively.\n\nThe Shard Turret delivers a spread of projectiles with a relatively short range. Heat management is a consideration for users of this weapon.(same description as Argon Shard Turret)",750,22856,25395,27935,,29.0,29.0,0.85,0.0,1288.0,0.0,2533.496,0.0,0.0,0.0,80.0,24.65,24.65
turret_bor_m_guided_01_mk1_macro,Tracking Turret,turret,m,1,No information available(No information available),600,27540,31850,34339,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turret_arg_m_guided_01_mk1_macro,Tracking Turret,turret,m,1,No information available(No information available),0,26317,29242,32166,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0
turret_arg_m_guided_02_mk1_macro,Tracking Turret,turret,m,1,No information available(No information available),1100,26317,29242,32166,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0
turret_par_m_guided_01_mk1_macro,Tracking Turret,turret,m,1,No information available(No information available),0,26317,29242,32166,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
turret_par_m_guided_02_mk1_macro,Tracking Turret,turret,m,1,No information available(No information available),1650,26317,29242,32166,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
turret_spl_m_guided_01_mk1_macro,Tracking Turret,turret,m,1,No information available(No information available),0,17066,27275,37546,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0
turret_spl_m_guided_02_mk1_macro,Tracking Turret,turret,m,1,No information available(No information available),1000,17066,27275,37546,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0
turret_tel_m_guided_01_mk1_macro,Tracking Turret,turret,m,1,No information available(No information available),0,26316,29240,32164,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
turret_tel_m_guided_02_mk1_macro,Tracking Turret,turret,m,1,No information available(No information available),1650,26316,29240,32164,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
turret_ter_m_guided_01_mk1_macro,Tracking Turret,turret,m,1,No information available(No information available),0,63237,70263,77289,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
turret_ter_m_guided_02_mk1_macro,Tracking Turret,turret,m,1,No information available(No information available),1700,63237,70263,77289,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
turret_pir_m_battleship_01_gatling_02_mk1_macro,Turret,turret,m,1,"The Erlking M Turret fires bursts of high speed projectiles, reminiscent of Bolt Repeater burst fire. While fixed weapons usually outperform their turret counterparts of the same size, the Erlking's turrets are an unusual exception; the damage from this turret is comparable to, and might even exceed, that of M Bolt Repeater weapons at close range. Over distance, however, the damage output falls off steeply, and at maximum range barely matches that of a standard M Bolt Repeater turret. Although the Erlking is perfectly capable of defending itself at a distance, the high damage output of its turrets at short range makes it much more dangerous at close proximity, meaning that aggressive manoeuvres by the Erlking's pilot are rewarded. This exceptional performance is attributed to the Erlking's power core, from which the turrets draw energy.\n\nBoso Ta was particularly keen to go into detail about how this turret manages to rapidly access the power core, for only the blink of an eye at a time, before just as rapidly cutting the connection, thereby preventing an energy draining feedback loop capable of destroying the ship. Boso Ta also said not to worry, as the safety mechanisms will prevent this from happening most of the time.",900,11451,13471,15492,,26.0,26.0,8.0,0.0,3221.1,0.0,9222.0093,0.0,0.0,0.0,120.8,208.0,208.0
turret_gen_m_yacht_01_mk1_macro,Turret,turret,m,1,"""You won't believe how many pointless features this turret has that nobody asked for. I can also immediately tell, without looking at it, that the target acquisition code suffers from extreme spaghettification. It's unfathomable to me, how the designers can keep adding functions to each version before ironing out the countless flaws that have riddled it since its inception. I should have known better than to buy anything that comes out of Windfall these days. Those swindlers on Aurora are the worst of the bunch. Have I mentioned that the AI in this thing is atrocious? 7/10"" - Anonymous",0,81192,95520,109848,,120.0,120.0,0.0,0.0,45000.0,0.0,180000.0,100.0,0.0,0.0,105.0,0.0,0.0
turret_xen_xl_battleship_01_mk1_macro,Omega Turret,turret,xl,1,No information available(No information available),15600,40670,49000,57330,,40000.0,40000.0,0.0,0.0,50000.0,0.0,200000.0,0.0,0.0,0.0,10.0,0.0,0.0
weapon_gen_lasertower_01_mk1_macro,Beam Emitter,weapon,,1,"The Beam Emitter is a highly specialised anti-fighter weapon, notable for its high accuracy. It discharges high-velocity beams which hit their target almost immediately. However, somewhat counterintuitively, it achieves this instantaneous accuracy by restraining the energy that the beam puts out. Since the beam is not as intense as the projectiles fired by many of its counterparts, it only inflicts damage gradually, which exposes the pilot to a counter-attack. Because of this, the Beam Emitter is mainly used on nimble fighters, which are able to get up close and out-manoeuvre their target when necessary.\n\nThe Mk2 variant tries to rectify the weak damage output somewhat, by ramping up the beam's intensity, but this comes at the cost of the weapon overheating more rapidly.",500,0,0,0,,50.0,50.0,0.0,0.0,299792500.0,0.0,1199170000.0,110.0,2000.0,1.13,0.0,0.0,0.0
weapon_gen_lasertower_01_mk2_macro,Beam Emitter,weapon,,1,"The Beam Emitter is a highly specialised anti-fighter weapon, notable for its high accuracy. It discharges high-velocity beams which hit their target almost immediately. However, somewhat counterintuitively, it achieves this instantaneous accuracy by restraining the energy that the beam puts out. Since the beam is not as intense as the projectiles fired by many of its counterparts, it only inflicts damage gradually, which exposes the pilot to a counter-attack. Because of this, the Beam Emitter is mainly used on nimble fighters, which are able to get up close and out-manoeuvre their target when necessary.\n\nThe Mk2 variant tries to rectify the weak damage output somewhat, by ramping up the beam's intensity, but this comes at the cost of the weapon overheating more rapidly.",500,0,0,0,,122.0,122.0,0.0,0.0,299792500.0,0.0,1199170000.0,159.0,2000.0,1.13,0.0,0.0,0.0
weapon_clustermine_01_macro,Cluster Mine,weapon,,1,"Cluster Mines are much like Friend/Foe Mines, but are used for area coverage. Instead of a single explosive device, deployment of a cluster package results in an array of such devices, each equipped with its own target detection and detonation mechanisms. The result is a deadly carpet of mines, which is hard to navigate through and even harder to disarm without the correct security codes.",100,5812,6838,7862,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weapon_spl_mine_01_macro,Cluster Mine,weapon,,1,"Cluster Mines are much like Friend/Foe Mines, but are used for area coverage. Instead of a single explosive device, deployment of a cluster package results in an array of such devices, each equipped with its own target detection and detonation mechanisms. The result is a deadly carpet of mines, which is hard to navigate through and even harder to disarm without the correct security codes.",100,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weapon_gen_mine_03_macro,Friend/Foe Mine,weapon,,1,"Friend/Foe Mines are equipped with specialist software that allows the user to program the mine not to respond to friendly targets. This is usually achieved over comm-frequency identification, and friendly targets must stay informed of changes to the frequency so as not to accidentally fall foul of the mine's dangerous payload - this, in and of itself, is almost always an automated process.",100,17478,20563,23647,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weapon_gen_mine_01_a_macro,Mine,weapon,,1,"Mines are a commonly-used static combat tool that explode and cause massive hull damage under a number of circumstances. Some explode on contact, some when a target comes within a certain range. Some even track their targets and can be programmed to recognise friend from foe.",100,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weapon_gen_mine_01_macro,Mine,weapon,,1,"Mines are a commonly-used static combat tool that explode and cause massive hull damage under a number of circumstances. Some explode on contact, some when a target comes within a certain range. Some even track their targets and can be programmed to recognise friend from foe.",100,4843,5698,6552,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weapon_gen_mine_02_a_macro,Tracker Mine,weapon,,1,"Tracker Mines are deadly devices that have two phases of operation. In the detection phase, the mine detects a valid target within outer detection range and initiates a limited manoeuvre to intercept the target. When it is deemed close enough to trigger, the second detection phase sees the mine's explosive payload detonate. Tracker Mines are less effective at chasing fast and agile targets, but can be incredibly dangerous when used in number or against larger and less agile targets.",100,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weapon_gen_mine_02_macro,Tracker Mine,weapon,,1,"Tracker Mines are deadly devices that have two phases of operation. In the detection phase, the mine detects a valid target within outer detection range and initiates a limited manoeuvre to intercept the target. When it is deemed close enough to trigger, the second detection phase sees the mine's explosive payload detonate. Tracker Mines are less effective at chasing fast and agile targets, but can be incredibly dangerous when used in number or against larger and less agile targets.",100,9055,10653,12250,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weapon_arg_l_destroyer_01_mk1_macro,Behemoth Main Battery,weapon,l,1,"The Argon Behemoth main battery is a powerful and reliable capital ship weapon, albeit lacking in showiness. Designed in a rare period of Argon peacetime, it smacks of something of an afterthought.\n\nLegend has it that the first Behemoth was in service for three standard months before the Captain and crew realised that the Argon Prime shipyard had, in fact, neglected to install the main battery.\n\nAll requests to the Argon military for confirmation of this rumour are generally met with dark silence and furrowed brows.",8000,936709,1040788,1144866,,2588.0,2588.0,1.2,0.0,1659.0,0.0,10451.699999999999,486.0,2000.0,1.13,32.3,3105.6,3105.6
weapon_par_l_expeditionary_01_mk1_macro,Hyperion Main Battery,weapon,l,1,"Unique to the Hyperion, this weapon array features emitters capable of engaging diverse target categories. It particularly excels at neutralising mid-sized vessels and surface elements of larger combatants, making it an essential asset for covering tactical retreats. With its high-precision targeting and sustained firing rate, it delivers firepower approaching that of destroyer-class vessels at shorter effective ranges, placing it in a similar performance category to the Paranid Odyssey.",8000,1200105,1333450,1466795,,800.0,800.0,0.65,0.0,3333.0,0.0,7265.9400000000005,920.0,9000.0,1.13,35.53,520.0,520.0
weapon_par_l_destroyer_01_mk1_macro,Odysseus Main Battery,weapon,l,1,"Weaponsmith Ebmancketvahs considered the Odysseus main battery to be his career crowning achievement. He resolved to spend however long it would take in complete silence, moving to a house of worship in Trinity Sanctum for a retreat that extended to five years in length.\n\nOn delivering the plans for what was to become, perhaps, the most powerful weapon in the Paranid armoury, Ebmancketvahs was feted by the ecclesiastical authorities and there remains, to this day, a statue honouring him in Trinity Sanctum.",8000,1000201,1111335,1222468,,5669.0,5669.0,0.0,0.0,2157.0,0.0,10871.28,2301.0,2000.0,1.13,35.53,0.0,0.0
weapon_tel_l_destroyer_01_mk1_macro,Phoenix Main Battery,weapon,l,1,"With the Phoenix destroyer ""borrowing"" technology from both the Argon and the Paranid, it is unsurprising that the main battery bears a striking resemblance to that of the Argon Behemoth.\n\nWhile some have alleged that the Behemoth's main gun technology was stolen and copied for the Phoenix, all those who have made such suggestions have speedily faced a summons for libel action from the Teladi Company. One of the arguments raised in opposition to these legal proceedings was the similarity of the triple-volley found in the Behemoth weapon. This feature was removed in later revisions of the Phoenix weapon, with little fanfare, and when pressed, the reasons given were excessive power consumption and insufficient heating.\n\nWe conclude that similarities of earlier triple-volley, reload and power specifications are without doubt a matter of mere coincidence.",8000,873217,970241,1067265,,1169.0,1169.0,1.44,0.0,1659.0,0.0,10451.699999999999,475.0,2000.0,1.13,29.07,1683.36,1683.36
weapon_spl_l_destroyer_01_mk1_macro,Rattlesnake Main Battery,weapon,l,1,"""Move speedily and damage things"" is more than a Split aphorism. It is both a military strategy and a design philosophy; and one thoroughly adhered to in the development of the Rattlesnake Main Battery.\n\nWith its relatively short range, the military architects clearly envisaged being in the centre of battle, rather than lobbing shots from the periphery. As such, this is only recommended for those with the resources to employ the very best pilots.\n\nA Rattlesnake barrage appearing in the midst of a skirmish is certainly said to be an awe inspiring sight, but only by those observing from a safe distance.",8000,727725,1086323,1444922,,1608.0,1608.0,2.04,0.0,1327.0,0.0,6688.08,464.0,2000.0,1.13,32.2,3280.32,3280.32
weapon_kha_l_beam_01_mk1_macro,Ravager Main Battery,weapon,l,1,"Forged from the darkest depths of Kha'ak technology, the Ravager Main Battery harnesses the raw energy of the cosmos to generate a focused particle beam of unparalleled potency. Each searing blast from its menacing barrel strikes with pinpoint accuracy, tearing through the defences of capital ships with ease.\n\nDesigned to deliver devastating blows against enemy capital vessels, this weapon serves as the primary armament of Kha'ak Destroyers, ensuring their dominance on the battlefield. Its overwhelming firepower and relentless precision make it a fearsome adversary for any enemy of the Kha'ak.",0,0,0,0,,90000.0,90000.0,0.0,0.0,30000.0,0.0,120000.0,2000.0,1000.0,0.0,0.0,0.0,0.0
weapon_bor_l_beam_01_mk1_macro,Ray Ion Projector,weapon,l,1,"The Ion Projector is the Ray Destroyer's main battery, and pride of its developer, Eleius Astrosecurity. Once charged, its three barrels ignite in quick succession, releasing an ionised beam which affects the target ship's systems and impairs its mobility. Following the standard Boron weaponry doctrine, the Projector proves more effective in depleting shields than damaging hull, quickly leaving poorly shielded Split combat ships, in particular, unprotected. Just like its wielder, the Ray Destroyer, this weapon projects military might, and earns the Boron their place among the great powers of the Commonwealth.)",10000,1200610,1600814,2049042,,4000.0,4000.0,0.0,0.0,60000.0,0.0,240000.0,2500.0,2000.0,2.0,10.0,0.0,0.0
weapon_ter_l_flagship_01_mk1_macro,Sapporo Launcher Array,weapon,l,1,"Despite the designer's best efforts, no primary weapon could be fitted into the Sapporo without major reworking of fundamental systems, due to the limited space available. To compensate for this, however, many missile launch tubes were inserted, providing a large array of ordinance that would otherwise have been impossible.\n\nWhile a little unorthodox as a main armament, the Sapporo's missile array still provides a powerful barrage, capable of taking on many M and L sized ships. Its high damage output is only marginally lessened by the limited space available for the crew to manually re-load the launch tubes.",1000,1938881,2281036,2623192,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weapon_ter_l_destroyer_01_mk1_macro,Terran Main Battery,weapon,l,1,"It is big. It is fast. It is bad for your health.\n\nThe Terran Main Battery is unique in that it can be installed on a variety of ships, and initiating its use has the potential to change the course of a battle.\n\nSome describe this rapid-fire Proton Barrage as a ""deeply"" offensive weapon, which should only be used in operations requiring the most extreme prejudice.\n\nAttempts have periodically been made to negotiate a non-legal status for the Terran Main Battery. However, Terran authorities have rebuffed even exploratory diplomatic dialogues that raise this possibility.",8000,2423602,2851296,3278990,,988.0,988.0,4.896,0.0,1440.0,0.0,8893.44,183.0,2000.0,1.13,30.0,4837.248,4837.248
weapon_gen_m_beam_01_mk1_macro,Beam Emitter,weapon,m,1,"The Beam Emitter is a highly specialised anti-fighter weapon, notable for its high accuracy. It discharges high-velocity beams which hit their target almost immediately. However, somewhat counterintuitively, it achieves this instantaneous accuracy by restraining the energy that the beam puts out. Since the beam is not as intense as the projectiles fired by many of its counterparts, it only inflicts damage gradually, which exposes the pilot to a counter-attack. Because of this, the Beam Emitter is mainly used on nimble fighters, which are able to get up close and out-manoeuvre their target when necessary.\n\nThe Mk2 variant tries to rectify the weak damage output somewhat, by ramping up the beam's intensity, but this comes at the cost of the weapon overheating more rapidly.",1001,25530,28367,31203,,120.0,120.0,0.0,0.0,299792500.0,0.0,1199170000.0,292.0,2000.0,1.13,60.0,0.0,0.0
weapon_gen_m_gatling_01_mk1_macro,Bolt Repeater,weapon,m,1,"The Bolt Repeater's average damage output and cooling make it an excellent choice for the indecisive military pilot. It is often considered the logical next step after having familiarised oneself with the Pulse Laser. Its prolonged bursts can easily tear apart targets of a similar size, but the projectiles are larger and move at a slower pace than Pulse Laser particles. This means that the pilot needs to have experience in gauging when to expend their burst, and when to let the weapon cool down and wait for a better opportunity. When facing off against this weapon, nimble ships may be able to dodge its stream of bullets by strafing and making spiral movements. Against capital ships, the Bolt Repeater is a suitable choice for destroying surface elements such as turrets and shields, though it struggles to leave a lasting impact on the ship's hull.\n\nThe modern-day Bolt Repeater is the result of a development path taken by Argon military scientists from old Mass Driver designs; a weapon which first saw use during the era of the Kha'ak threat. By stripping out the original weapon's ability to penetrate shields, and instead maximising the force of its continuous bullet output, they created a robust all-rounder that was soon adopted by the Federation's allies because of its sheer brutal efficiency.\n\nThe Mk2 variant uses even larger projectiles while maintaining the same projectile speed, resulting in a lower rate of fire but an increased level of overall trauma to the target's hull and shields.",1001,43055,47839,52623,,33.0,33.0,8.0,0.0,1920.0,0.0,4800.0,75.0,2000.0,1.13,70.8,264.0,264.0
weapon_spl_m_railgun_01_mk1_macro,Boson Lance,weapon,m,1,"The Split Boson Lance fires a single high speed projectile at medium range. Unlike other weapons, the Boson Lance forgoes automatic target tracking and is static, requiring the pilot to turn their ship to aim. This limitation results in the Boson Lance seeing most use in fighting medium-sized ships, or when destroying the surface elements of capital ships. In an attempt to mitigate this, some pilots who regularly use this weapon have developed rituals which they believe increase its damage output.\n\nThe Boson Lance was invented relatively recently, by the Split brothers Ko t'Pa and Fyi t'Pa. With the reconnection of the Zyarth Patriarchy to the Commonwealth, the Patriarchy acquired the weapon's blueprint and refined it for mass production.\n\nThe most notable feature of the Mk2 variant is that it doubles the damage output.",1001,299375,451554,603733,,1000.0,1000.0,0.0,0.0,10000.0,0.0,7000.0,0.0,500.0,4.0,100.0,0.0,0.0
weapon_bor_m_dumbfire_01_mk1_macro,Dumbfire Launcher,weapon,m,1,No information available(No information available),1000,22558,25064,27571,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weapon_gen_m_dumbfire_01_mk1_macro,Dumbfire Launcher,weapon,m,1,No information available(No information available),1001,22558,25064,27571,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weapon_ter_m_laser_02_mk1_macro,Electromagnetic Cannon,weapon,m,1,"The use of electromagnetic weaponry has provided the Earth Fleet with near-unparalleled firepower for their ships. These weapons use powerful electromagnetic field generators to propel spheres of plasma at high speeds, with devastating results.\n\nThe heavy impact unleashed by the Electromagnetic Cannon renders it a formidable choice for defensive measures against medium-sized ships, capable of delivering decisive, concentrated blows to neutralise threats posed by such adversaries.",1000,82456,109941,140725,,600.0,600.0,0.75,0.0,3250.0,0.0,4875.0,500.0,2000.0,1.1,100.0,450.0,450.0
weapon_xen_m_laser_01_mk1_macro,Impulse Projector,weapon,m,1,"The Xenon Impulse Projector is a high-rate, low-velocity projectile weapon, which in the wrong circumstances, can be a particular threat to smaller vessels. It seems that novel converter topologies enable a greater range than would be expected under current understanding of the technology.\n\nThe Impulse Projector has been observed in an apparent Medium Class format, which takes this Xenon technology to a higher level of lethality.",1001,24019,26688,29357,,28.0,28.0,22.0,0.0,2304.0,0.0,5760.0,52.0,2000.0,1.13,128.6,616.0,616.0
weapon_xen_m_laser_02_mk1_macro,Impulse Projector,weapon,m,1,"The Xenon Impulse Projector is a high-rate, low-velocity projectile weapon, which in the wrong circumstances, can be a particular threat to smaller vessels. It seems that novel converter topologies enable a greater range than would be expected under current understanding of the technology.\n\nThe Impulse Projector has been observed in an apparent Medium Class format, which takes this Xenon technology to a higher level of lethality.",1001,24019,26688,29357,,28.0,28.0,22.0,0.0,2304.0,0.0,5760.0,52.0,2000.0,1.13,128.6,616.0,616.0
weapon_bor_m_flak_01_mk1_macro,Ion Atomiser,weapon,m,1,"The Ion Atomiser is a weapon system based on Paranid and Teladi Phased Shockwave Generator technology. Its compressed energy projectiles expand on impact, creating a series of phased energy shockwaves, which greatly deplete shields and disrupt ship systems. During launch, each projectile is primed to detonate after covering the distance between the barrel and the target at the time of launch, effectively limiting the projectiles lifespan. This timed detonation catches targets in the resulting explosion, even if those targets narrowly avoid a direct impact, turning near misses into hits. Some Boron pilots have reported, with relief, that this time fuse has also prevented some cases of friendly fire. While the Ion Atomiser is said to be difficult to use against small, fast targets, some creative and experienced pilots manage to do so.",1001,196125,261500,334720,,100.0,100.0,1.0,0.0,1500.0,0.0,4650.0,350.0,2000.0,1.13,106.0,100.0,100.0
weapon_arg_m_ion_01_mk1_macro,Ion Blaster,weapon,m,1,"This Argon weapon was designed to be an effective anti-shield measure, carried by small and medium-sized ships. While the electrically charged particles it dispenses will eat through a shield in a remarkably short time, the velocity of the projectile itself is not quite as impressive. For this reason, and the fact that the projectiles are not as damaging once the target's shields have dropped and the projectiles are hitting the ship's hull, the Ion Blaster is often used by the first wave of vanguard ships. It is also effective when used in combination with weapons that are more suited to penetrating the hull. The technology behind this weapon was developed by the Argon Navy's Research and Development team, in cooperation with Jinko-Tekina Technologies. Their goal was to replicate the Boron-made Ion weapon technology, to which the Argon had lost all access during the Jump Gate shutdown. Their success was mixed; although they managed to apply the technology to make Blasters suitable for small ships, their team struggled to develop something suitable for outfitting larger vessels.\n\nThe Mk2 variant offers a significant boost in damage against shields, but actually deals less damage to a ship's hull than the Mk1, making it an even more specialised weapon.",1001,302254,449667,597081,,15.0,15.0,3.0,0.0,2496.0,0.0,4617.6,190.0,2000.0,1.13,73.6,45.0,45.0
weapon_bor_m_railgun_01_mk1_macro,Ion Pulse Railgun,weapon,m,1,"Ion Pulse armaments use magnetic acceleration to launch ionised shards of super-heated plasma. As with most Boron armaments, such projectiles are more effective in depleting shields than damaging hulls of unshielded targets. Nevertheless, this weapon system, developed by Eleius Astrosecurity, excels at its intended purpose of intercepting fighters. As such Ion Pulse Turrets and Railguns are widely used on Boron military ships, and are known to clear a safe passage through enemy formations.)",1001,759116,1012155,1295558,,920.0,920.0,0.333,0.0,8000.0,0.0,8800.0,2000.0,2000.0,2.0,20.0,306.36,306.36
