Macro Name,Name,Size,Mk Level,Description,Price Min,Price Avg,Price Max,Tags,Forward Thrust,Reverse Thrust,Boost Thrust,Boost Duration,Boost Recharge,Travel Thrust,Travel Charge Time,Travel Attack Time,Travel Release Time
engine_tel_m_combat_01_mk2_macro,Combat Engine Mk2,m,2,"Teladi engines may seem unremarkable at first glance, but their extended boost duration and efficient travel drive optimisation suits them for both long and short-range transportation duty. While not combat-optimised, they're valued for their reliability and longevity.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",69652,77391,85131,,1319.76,1451.74,5.19,31.68,114.0,6.28,6.0,25.0,8.0
engine_ter_m_combat_01_mk2_macro,Combat Engine Mk2,m,2,"While leading the field in weapons and other technologies, Terran engine designs follow a time-proven engineering strategy. Long after the destruction of the Torus Aeternal, Terran engines remain geared for short-range combat, optimising for superior acceleration and manoeuvrability.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",167398,185997,204597,,1173.0,1348.95,6.2,27.0,90.0,6.73,2.0,18.7,1.0
engine_arg_m_travel_01_mk2_macro,Travel Engine Mk2,m,2,"Like most representative democracies, the Argon Federation prioritises crew survival in armed combat vessels over cost effectiveness. Since survivability is proportional to the ability to evade unwinnable situations, Argon engines feature powerful afterburners, providing ample boost for evasive manoeuvres, and the chance to return to the fight unscathed.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",65234,72482,79730,,1036.8,1036.8,6.15,11.25,92.0,14.39,7.0,37.6,30.0
engine_par_m_travel_01_mk2_macro,Travel Engine Mk2,m,2,"Paranid propulsion foundries have long been known for designing the fastest engines commercially available. With mathematics and engineering being a matter of religious determination and national pride, they've maintained their edge for countless decades. Paranid engines excel at both speed and long-range operations.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",65234,72482,79730,,1103.52,1103.52,4.2,12.45,136.0,15.51,4.0,34.2,30.0
engine_spl_m_travel_01_mk2_macro,Travel Engine Mk2,m,2,"True to their warrior culture, Split engine design prioritises raw thrust above all else. Optimised for combat, these engines largely ignore safety considerations, sacrificing travel drive efficiency for superior manoeuvrability.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",48165,69084,90288,,1404.0,1404.0,3.92,14.86,128.0,8.02,7.0,31.9,30.0
engine_tel_m_travel_01_mk2_macro,Travel Engine Mk2,m,2,"Teladi engines may seem unremarkable at first glance, but their extended boost duration and efficient travel drive optimisation suits them for both long and short-range transportation duty. While not combat-optimised, they're valued for their reliability and longevity.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",65179,72421,79663,,1082.88,1191.17,3.19,23.76,120.0,11.53,6.0,20.5,24.0
engine_ter_m_travel_01_mk2_macro,Travel Engine Mk2,m,2,"While leading the field in weapons and other technologies, Terran engine designs follow a time-proven engineering strategy. Long after the destruction of the Torus Aeternal, Terran engines remain geared for short-range combat, optimising for superior acceleration and manoeuvrability.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",156588,173987,191385,,918.0,1055.7,4.62,16.6,100.0,12.64,0.0,16.83,3.0
engine_arg_m_allround_01_mk3_macro,All-round Engine Mk3,m,3,"Like most representative democracies, the Argon Federation prioritises crew survival in armed combat vessels over cost effectiveness. Since survivability is proportional to the ability to evade unwinnable situations, Argon engines feature powerful afterburners, providing ample boost for evasive manoeuvres, and the chance to return to the fight unscathed.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",287722,319691,351660,,1296.0,1296.0,7.38,12.5,92.0,10.51,8.0,41.8,20.0
engine_bor_m_allround_01_mk3_macro,All-round Engine Mk3,m,3,"Before the Fall of the Gates, a highly efficient engine type emerged from the Queendom's propulsion foundry, variants of which remain in use today. Its emphasis is on engaging Travel Mode instantly, as well as long boost durations. Combined, these offset the mediocre general thrust. Boron engines are incompatible with non-Boron vessels.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",265845,298703,331560,,1035.0,1138.5,8.0,28.6,200.0,13.3,0.0,55.0,1.0
engine_par_m_allround_01_mk3_macro,All-round Engine Mk3,m,3,"Paranid propulsion foundries have long been known for designing the fastest engines commercially available. With mathematics and engineering being a matter of religious determination and national pride, they've maintained their edge for countless decades. Paranid engines excel at both speed and long-range operations.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",287722,319691,351660,,1410.75,1410.75,4.86,15.0,136.0,10.5,6.0,36.8,20.0
engine_spl_m_allround_01_mk3_macro,All-round Engine Mk3,m,3,"True to their warrior culture, Split engine design prioritises raw thrust above all else. Optimised for combat, these engines largely ignore safety considerations, sacrificing travel drive efficiency for superior manoeuvrability.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",210854,301234,392833,,1755.0,1755.0,5.04,17.5,128.0,5.772,7.0,33.6,20.0
engine_tel_m_allround_01_mk3_macro,All-round Engine Mk3,m,3,"Teladi engines may seem unremarkable at first glance, but their extended boost duration and efficient travel drive optimisation suits them for both long and short-range transportation duty. While not combat-optimised, they're valued for their reliability and longevity.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",287479,319421,351363,,1269.0,1395.9,4.5,26.4,120.0,8.65,6.0,25.0,16.0
engine_ter_m_allround_01_mk3_macro,All-round Engine Mk3,m,3,"While leading the field in weapons and other technologies, Terran engine designs follow a time-proven engineering strategy. Long after the destruction of the Torus Aeternal, Terran engines remain geared for short-range combat, optimising for superior acceleration and manoeuvrability.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",690560,767289,844018,,1147.5,1319.63,5.4,21.6,100.0,9.1,2.0,18.7,2.0
engine_arg_m_combat_01_mk3_macro,Combat Engine Mk3,m,3,"Like most representative democracies, the Argon Federation prioritises crew survival in armed combat vessels over cost effectiveness. Since survivability is proportional to the ability to evade unwinnable situations, Argon engines feature powerful afterburners, providing ample boost for evasive manoeuvres, and the chance to return to the fight unscathed.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",345444,383827,422209,,1464.48,1464.48,7.9,15.0,82.8,8.04,8.0,44.3,10.0
engine_par_m_combat_01_mk3_macro,Combat Engine Mk3,m,3,"Paranid propulsion foundries have long been known for designing the fastest engines commercially available. With mathematics and engineering being a matter of religious determination and national pride, they've maintained their edge for countless decades. Paranid engines excel at both speed and long-range operations.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",345444,383827,422209,,1622.36,1622.36,5.71,18.0,122.4,7.67,6.0,39.7,10.0
engine_spl_m_combat_01_mk3_macro,Combat Engine Mk3,m,3,"True to their warrior culture, Split engine design prioritises raw thrust above all else. Optimised for combat, these engines largely ignore safety considerations, sacrificing travel drive efficiency for superior manoeuvrability.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade. However, the Mk IV is an experimental design developed by the Split. The Mk IV has foregone all safety protocols, resulting in an unreasonably overpowered unit in terms of speed. Pilots report that operating these units requires not only an immense level of skill, but also nerves of steel.",253468,362360,472712,,2000.7,2000.7,5.35,21.86,128.0,4.56,5.0,38.6,10.0
engine_tel_m_combat_01_mk3_macro,Combat Engine Mk3,m,3,"Teladi engines may seem unremarkable at first glance, but their extended boost duration and efficient travel drive optimisation suits them for both long and short-range transportation duty. While not combat-optimised, they're valued for their reliability and longevity.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",345151,383501,421851,,1484.73,1633.203,5.19,31.68,114.0,6.28,6.0,25.0,8.0
engine_ter_m_combat_01_mk3_macro,Combat Engine Mk3,m,3,"While leading the field in weapons and other technologies, Terran engine designs follow a time-proven engineering strategy. Long after the destruction of the Torus Aeternal, Terran engines remain geared for short-range combat, optimising for superior acceleration and manoeuvrability.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",829153,921282,1013410,,1319.63,1517.57,6.2,27.0,90.0,6.73,2.0,18.7,1.0
engine_arg_m_travel_01_mk3_macro,Travel Engine Mk3,m,3,"Like most representative democracies, the Argon Federation prioritises crew survival in armed combat vessels over cost effectiveness. Since survivability is proportional to the ability to evade unwinnable situations, Argon engines feature powerful afterburners, providing ample boost for evasive manoeuvres, and the chance to return to the fight unscathed.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",331013,367793,404572,,1166.4,1166.4,6.15,11.25,92.0,14.39,7.0,37.6,30.0
engine_par_m_travel_01_mk3_macro,Travel Engine Mk3,m,3,"Paranid propulsion foundries have long been known for designing the fastest engines commercially available. With mathematics and engineering being a matter of religious determination and national pride, they've maintained their edge for countless decades. Paranid engines excel at both speed and long-range operations.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",331013,367793,404572,,1241.46,1241.46,4.2,12.45,136.0,15.51,4.0,34.2,30.0
engine_spl_m_travel_01_mk3_macro,Travel Engine Mk3,m,3,"True to their warrior culture, Split engine design prioritises raw thrust above all else. Optimised for combat, these engines largely ignore safety considerations, sacrificing travel drive efficiency for superior manoeuvrability.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",243287,347073,452449,,1579.5,1579.5,3.92,14.86,128.0,8.02,7.0,31.9,30.0
engine_tel_m_travel_01_mk3_macro,Travel Engine Mk3,m,3,"Teladi engines may seem unremarkable at first glance, but their extended boost duration and efficient travel drive optimisation suits them for both long and short-range transportation duty. While not combat-optimised, they're valued for their reliability and longevity.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",330733,367481,404229,,1218.24,1340.06,3.19,23.76,120.0,11.53,6.0,20.5,24.0
engine_ter_m_travel_01_mk3_macro,Travel Engine Mk3,m,3,"While leading the field in weapons and other technologies, Terran engine designs follow a time-proven engineering strategy. Long after the destruction of the Torus Aeternal, Terran engines remain geared for short-range combat, optimising for superior acceleration and manoeuvrability.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",794455,882728,971001,,1032.75,1187.66,4.62,16.6,100.0,12.64,0.0,16.8,3.0
engine_spl_m_combat_01_mk4_macro,Combat Engine Mk4,m,4,"True to their warrior culture, Split engine design prioritises raw thrust above all else. Optimised for combat, these engines largely ignore safety considerations, sacrificing travel drive efficiency for superior manoeuvrability.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nMedium, M-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade. However, the Mk IV is an experimental design developed by the Split. The Mk IV has foregone all safety protocols, resulting in an unreasonably overpowered unit in terms of speed. Pilots report that operating these units requires not only an immense level of skill, but also nerves of steel.",1267862,1811825,2363619,,2104.0,2104.0,5.35,21.86,128.0,4.56,5.0,38.6,10.0
engine_arg_s_allround_01_mk1_macro,All-round Engine,s,1,"Like most representative democracies, the Argon Federation prioritises crew survival in armed combat vessels over cost effectiveness. Since survivability is proportional to the ability to evade unwinnable situations, Argon engines feature powerful afterburners, providing ample boost for evasive manoeuvres, and the chance to return to the fight unscathed.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",5526,6140,6754,,384.0,384.0,8.2,10.0,92.0,14.2,6.0,38.0,20.0
engine_bor_s_allround_01_mk1_macro,All-round Engine,s,1,"Before the Fall of the Gates, a highly efficient engine type emerged from the Queendom's propulsion foundry, variants of which remain in use today. Its emphasis is on engaging Travel Mode instantly, as well as long boost durations. Combined, these offset the mediocre general thrust. Boron engines are incompatible with non-Boron vessels.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",7912,8890,9868,,300.0,330.0,8.0,22.0,200.0,19.0,0.0,44.0,1.0
engine_par_s_allround_01_mk1_macro,All-round Engine,s,1,"Paranid propulsion foundries have long been known for designing the fastest engines commercially available. With mathematics and engineering being a matter of religious determination and national pride, they've maintained their edge for countless decades. Paranid engines excel at both speed and long-range operations.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",5526,6140,6754,,412.0,412.0,5.4,12.0,136.0,15.0,4.0,32.0,20.0
engine_spl_s_allround_01_mk1_macro,All-round Engine,s,1,"True to their warrior culture, Split engine design prioritises raw thrust above all else. Optimised for combat, these engines largely ignore safety considerations, sacrificing travel drive efficiency for superior manoeuvrability.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",3443,5119,6812,,510.0,510.0,5.6,14.0,128.0,7.8,5.0,28.0,20.0
engine_tel_s_allround_01_mk1_macro,All-round Engine,s,1,"Teladi engines may seem unremarkable at first glance, but their extended boost duration and efficient travel drive optimisation suits them for both long and short-range transportation duty. While not combat-optimised, they're valued for their reliability and longevity.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",5522,6135,6749,,370.0,407.0,5.0,22.0,120.0,13.3,4.0,18.0,16.0
engine_ter_s_allround_01_mk1_macro,All-round Engine,s,1,"While leading the field in weapons and other technologies, Terran engine designs follow a time-proven engineering strategy. Long after the destruction of the Torus Aeternal, Terran engines remain geared for short-range combat, optimising for superior acceleration and manoeuvrability.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",13317,14797,16276,,324.0,372.6,6.0,18.0,100.0,14.0,1.0,11.0,2.0
engine_arg_s_combat_01_mk1_macro,Combat Engine,s,1,"Like most representative democracies, the Argon Federation prioritises crew survival in armed combat vessels over cost effectiveness. Since survivability is proportional to the ability to evade unwinnable situations, Argon engines feature powerful afterburners, providing ample boost for evasive manoeuvres, and the chance to return to the fight unscathed.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",8116,9017,9919,,433.92,433.92,8.78,12.0,82.8,10.87,6.0,40.28,10.0
engine_kha_s_combat_01_mk1_macro,Combat Engine,s,1,"Although the underlying technology of Kha'ak engines remains mysterious to researchers, observed performance suggests a singular focus on combat effectiveness. Their propulsion systems seem to prioritise local manoeuvrability over long-distance travel capabilities, though the exact mechanisms driving these alien engines continue to elude understanding.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.",0,0,0,,500.0,770.0,4.0,4.0,40.0,7.0,2.0,15.0,10.0
engine_par_s_combat_01_mk1_macro,Combat Engine,s,1,"Paranid propulsion foundries have long been known for designing the fastest engines commercially available. With mathematics and engineering being a matter of religious determination and national pride, they've maintained their edge for countless decades. Paranid engines excel at both speed and long-range operations.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",8116,9017,9919,,473.8,473.8,6.34,14.4,122.4,10.96,4.0,34.56,10.0
engine_spl_s_combat_01_mk1_macro,Combat Engine,s,1,"True to their warrior culture, Split engine design prioritises raw thrust above all else. Optimised for combat, these engines largely ignore safety considerations, sacrificing travel drive efficiency for superior manoeuvrability.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade. However, the Mk IV is an experimental design developed by the Split. The Mk IV has foregone all safety protocols, resulting in an unreasonably overpowered unit in terms of speed. Pilots report that operating these units requires not only an immense level of skill, but also nerves of steel.",4902,7193,9513,,581.4,581.4,5.94,17.5,128.0,6.16,3.0,32.2,10.0
engine_tel_s_combat_01_mk1_macro,Combat Engine,s,1,"Teladi engines may seem unremarkable at first glance, but their extended boost duration and efficient travel drive optimisation suits them for both long and short-range transportation duty. While not combat-optimised, they're valued for their reliability and longevity.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",8110,9011,9912,,432.9,476.19,5.77,26.4,114.0,9.66,4.0,18.0,8.0
engine_ter_s_combat_01_mk1_macro,Combat Engine,s,1,"While leading the field in weapons and other technologies, Terran engine designs follow a time-proven engineering strategy. Long after the destruction of the Torus Aeternal, Terran engines remain geared for short-range combat, optimising for superior acceleration and manoeuvrability.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",19535,21705,23876,,372.6,428.49,6.89,22.5,90.0,10.35,1.0,11.0,1.0
engine_xen_s_combat_01_mk1_macro,Combat Engine,s,1,"Analysis of Xenon propulsion systems reveals a lack of clear specialisation, suggesting their engines may be iterative improvements of prior designs, likely driven by evolutionary algorithms. These engines demonstrate consistent performance across a variety of mission profiles, with particularly notable capabilities during sustained high-velocity travel.\n\nThe Combat-class engine is optimised for high-burst delivery, and provides the acceleration and agility needed for battle situations.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.",6134,6816,7498,,503.0,768.0,6.0,16.0,150.0,18.0,1.0,15.0,10.0
engine_gen_s_racer_01_mk1_macro,Racing Engine,s,1,No information available(No information available),217228,241364,265500,,710.0,710.0,4.6,7.0,36.0,1.0,0.0,1.0,1.0
engine_arg_s_traveltutorial_01_mk1_macro,Travel Engine,s,1,"Like most representative democracies, the Argon Federation prioritises crew survival in armed combat vessels over cost effectiveness. Since survivability is proportional to the ability to evade unwinnable situations, Argon engines feature powerful afterburners, providing ample boost for evasive manoeuvres, and the chance to return to the fight unscathed.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",0,0,0,,396.0,396.0,6.0,4.0,40.0,18.0,3.0,25.0,100.0
engine_arg_s_travel_01_mk1_macro,Travel Engine,s,1,"Like most representative democracies, the Argon Federation prioritises crew survival in armed combat vessels over cost effectiveness. Since survivability is proportional to the ability to evade unwinnable situations, Argon engines feature powerful afterburners, providing ample boost for evasive manoeuvres, and the chance to return to the fight unscathed.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",6821,7579,8336,,345.6,345.6,6.83,9.0,92.0,19.72,4.0,34.2,30.0
engine_par_s_travel_01_mk1_macro,Travel Engine,s,1,"Paranid propulsion foundries have long been known for designing the fastest engines commercially available. With mathematics and engineering being a matter of religious determination and national pride, they've maintained their edge for countless decades. Paranid engines excel at both speed and long-range operations.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",6821,7579,8336,,362.56,362.56,4.66,9.96,136.0,22.16,2.0,29.76,30.0
engine_spl_s_travel_01_mk1_macro,Travel Engine,s,1,"True to their warrior culture, Split engine design prioritises raw thrust above all else. Optimised for combat, these engines largely ignore safety considerations, sacrificing travel drive efficiency for superior manoeuvrability.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",4172,6156,8162,,459.0,459.0,4.36,11.9,128.0,10.83,5.0,26.6,30.0
engine_tel_s_travel_01_mk1_macro,Travel Engine,s,1,"Teladi engines may seem unremarkable at first glance, but their extended boost duration and efficient travel drive optimisation suits them for both long and short-range transportation duty. While not combat-optimised, they're valued for their reliability and longevity.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",6816,7573,8330,,355.2,390.72,3.54,19.8,120.0,17.73,4.0,14.76,24.0
engine_ter_s_travel_01_mk1_macro,Travel Engine,s,1,"While leading the field in weapons and other technologies, Terran engine designs follow a time-proven engineering strategy. Long after the destruction of the Torus Aeternal, Terran engines remain geared for short-range combat, optimising for superior acceleration and manoeuvrability.\n\nTravel-class engines generally sacrifice boost and regular flight performance in favour of shorter charge times, higher travel velocities, and better acceleration when in Travel Mode.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",16372,18192,20011,,291.6,335.34,5.13,13.86,100.0,19.44,0.0,9.11,3.0
engine_arg_s_allround_01_mk2_macro,All-round Engine Mk2,s,2,"Like most representative democracies, the Argon Federation prioritises crew survival in armed combat vessels over cost effectiveness. Since survivability is proportional to the ability to evade unwinnable situations, Argon engines feature powerful afterburners, providing ample boost for evasive manoeuvres, and the chance to return to the fight unscathed.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",26370,29300,32230,,460.8,460.8,8.2,10.0,92.0,14.2,6.0,38.0,20.0
engine_bor_s_allround_01_mk2_macro,All-round Engine Mk2,s,2,"Before the Fall of the Gates, a highly efficient engine type emerged from the Queendom's propulsion foundry, variants of which remain in use today. Its emphasis is on engaging Travel Mode instantly, as well as long boost durations. Combined, these offset the mediocre general thrust. Boron engines are incompatible with non-Boron vessels.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",38480,43236,47992,,372.0,409.2,8.0,22.0,200.0,19.0,0.0,44.0,1.0
engine_par_s_allround_01_mk2_macro,All-round Engine Mk2,s,2,"Paranid propulsion foundries have long been known for designing the fastest engines commercially available. With mathematics and engineering being a matter of religious determination and national pride, they've maintained their edge for countless decades. Paranid engines excel at both speed and long-range operations.\n\nShipowners who want to be ready for anything often choose the All-round class engine, which balances long-distance speed with localised acceleration capability.\n\nSmall, S-size engines may only be fitted to vessels of the corresponding size category.\n\nThis drive is usually available in three editions, Marks I, II and III, indicating the level of performance upgrade.",26370,29300,32230,,494.4,494.4,5.4,12.0,136.0,15.0,4.0,32.0,20.0
